Location;Province;Genus;species/clone;type of sample;Asymptomatic/diseased;Nursery/Field;Roots;Root Collar;Stem;Growth tip;Needles/Leaves;results
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Demach Holding;Mpumalanga;;;Soil;;N;;;;;;Fusarium sp. screening
Hodgesons;Mpumalanga;;;Seedlings/Cuttings;;N;;;;;;Fusarium sp. screening
Hodgesons;Mpumalanga;;;Seedlings/Cuttings;;N;;;;;;Fusarium sp. screening
Hodgesons;Mpumalanga;;;Seedlings/Cuttings;;N;;;;;;Fusarium sp. screening
De Rust;Mpumalanga;;;Seedlings/Cuttings;;N;;;;;;Fusarium sp. screening
Pinewoods;Mpumalanga;Jan-08;;Seedlings/Cuttings;;N;;;;;;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
;Mpumalanga;;;Seedlings/Cuttings;;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark, Between outer and inner bark, Cambium, Sapwood;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;;Discoloration, Outer bark, Between outer and inner bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, J-rooting;Discoloration, Outer bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark, Cambium;;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots, J-rooting;Discoloration, Outer bark, Cambium;;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Discoloration, Outer bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;J-rooting, Few roots;Discoloration, Outer bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed;Discoloration, Outer bark, Cambium;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Discoloration, Cambiu;Healthy;Alive;Fusarium sp. screening
Sabie;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;N;;Few roots;Discoloration, Outer bark, Cambium;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Newcastle;Kwazulu-Natal;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Runnymede;;Pinus;patula;Seedlings/Cuttings;D;N;;Well developed, Healthy;Insect/Mechanical damage, Healthy;Healthy;Alive, Dead;Fusarium sp. screening
Runnymede;;Pinus;patula;Seedlings/Cuttings;;;Root:shoot ratio;Well developed, Healthy;Healthy;Healthy;Alive;Fusarium sp. screening
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;Well developed, Healthy;Girdling, Discoloraiton, Fruiting bodies, Sapwood;;Alive;Disease screening
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;Well developed, Healthy;Girdling, Discoloraiton, Fruiting bodies, Sapwood;Healthy;Alive, Dead;Disease screening
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;Disease screening
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;Well developed, Healthy;Girdling, Discoloraiton, Fruiting bodies, Sapwood;;Alive;Disease screening
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;Well developed, Healthy;Healthy;Healthy;Alive;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Vryheid;Kwazulu-Natal;Acacia ;mearnsii;Seedlings/Cuttings;D;N;;;;;;NO DISEASE REPORT
Schwartzwald;;;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Insect/Mechanical damage, Discoloration, Fruiting bodies, Sapwood;Healthy;Alive, Wilted;Disease screening
Schwartzwald;;;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Girdling, Insect/Mechanical damage, Discoloration, Fruiting bodies, Sapwood;Healthy;Alive;Disease screening
Schwartzwald;;;;Seedlings/Cuttings;D;N;;Well developed, Healthy;Insect/Mechanical damage, Healthy, Discoloration, Fruiting bodies, Sapwood;Healthy;Alive;Disease screening
White River;Mpumalanga;Pinus;greggii;Seedlings/Cuttings;D;N;;Few roots, Dead;Discoloraiton, Sapwood;Healthy;Alive;Fusarium sp. screening
White River;Mpumalanga;Pinus;greggii;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy;Alive;Fusarium sp. screening
White River;Mpumalanga;Pinus;greggii;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy;Alive;Fusarium sp. screening
White River;Mpumalanga;Pinus;greggii;Seedlings/Cuttings;D;N;;Well developed, Dead;Discoloraiton, Sapwood;Healthy;Alive;Fusarium sp. screening
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Alive;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well develoeped, Dead, J-rooting;Insect/Mechanical damage, Discoloration;Insect/Mechanical damage, Discoloration;Alive, Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Alive, Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead, J-rooting;Discoloration;Healthy;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Alive, Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula;Seedlings/Cuttings;D;N;;Well developed, Dead;;Discoloration;Alive;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloraiton;Wilted, Dead;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x greggii;Seedlings/Cuttings;D;N;Dead;Dead, Few roots;;Discoloraiton;Wilted, Dead;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x oocarpa;Seedlings/Cuttings;D;N;Dead;Well developed, Dead;Discoloration;Discoloraiton;Dead;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula;Seedlings/Cuttings;D;N;Dead;Well developed, Dead;Discoloration;Discoloraiton;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Healthy;Well developed, Dead;Discoloration;Discoloraiton;Alive;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x oocarpa;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloraiton;Alive;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;;;Alive, Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula;Seedlings/Cuttings;D;N;Die-back, Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x greggii;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x tecunumanii;Seedlings/Cuttings;D;N;Die-back, Wilted;Well developed, Dead;Discoloration;Discoloration;Wilted;Fusarium sp. screening
Howick;Kwazulu-Natal;;patula x oocarpa;Seedlings/Cuttings;D;N;Die-back;Well developed, Dead;Discoloration;Discoloration;Wilted, Dead;Fusarium sp. screening
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Few roots, Dead;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Fusarium circinarum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Few roots;Discoloration, Outer bark, Cambium, Between outer and inner bark;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Healthy;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Dead;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;;;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Dead;Discoloraiton;Discoloration;Dead, Discoloration;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Few roots;Discoloraiton, Between outer and inner bark;Discoloraiton;Dead, Discoloration;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Few roots;Discoloraiton, Outer bark, Between outer and inner bark;;;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Between outer and inner bark, Outer bark;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Healthy;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;;;;;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Healthy;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloraiton, Outer bark, Between outer and inner bark;Healthy;Alive;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration;Healthy, Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Healthy;Discoloration, Between outer and inner bark;Discoloration, Between outer and inner bark;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Healthy;Alive;Fusarium circinatum
?;?;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloraiton;Healthy;Wilted, Dead;Fusarium circinatum
;;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloraiton;Healthy;Dead;Fusarium circinatum
;;Pinus;;Seedlings/Cuttings;D;N;Wilted;Well developed, Dead;Discoloraiton;Healthy;;Fusarium circinatum
;;Pinus;;Seedlings/Cuttings;D;N;;Well developed, Dead;Healthy;Healthy;Alive, Wilted;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed, Few roots, Dead;Discoloraiton;Healthy;Alive;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Few roots;Healthy;Healthy;Alive;Secondary Fungi/Bacteria
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circintaum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circintaum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circintaum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Healthy;Healthy;Alive;Fusarium circintaum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;Well developed;Discoloraiton;Healthy;Alive;Fusarium circintaum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Few roots, Dead;Healthy;Healthy;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Few roots;Discoloration;Healthy;Alive;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, Dead;Discoloration;Healthy;Alive, Wilted;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Few roots;Discoloration;Healthy;Alive;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead, Plug bound;Discoloraiton;Healthy;Alive;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;;;;;;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Well developed, Dead;Discoloraiton;;Alive;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Healthy;Well developed, Dead;Discoloraiton;Healthy;Alive;Fusarium circiantum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Few roots, Dead;Insect/Mechanical damage, Discoloration;Healthy;Alive, Wilted;Fusarium circinatum
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Wilted;Well developed, J-rooting, Dead;Insect/Mechanical damage, Discoloration;Healthy;Wilted, Dead, Discoloration;Diplodia pinea
Ngodwana;Mpumalanga;Pinus;patula;Seedlings/Cuttings;D;;Die-back, Wilted;Well developed, Few roots;Discoloration;Healthy;Wilted, Discoloration;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;J-rooting, Few roots;Discoloration, Outer bark, Cambium;Healthy;Alive, Discoloration;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;J-rooting, Few roots;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark, Sapwood;Healthy;Dead;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;Well developed, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;Few roots;Discoloration, Outer bark, Cambium, Between outer and inner bark;Healthy;Dead;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;J-rooting, Few roots;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted, Discoloraiton;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;J-rooting, Few roots;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;Well developed;Discoloraiton;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;Well developed, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted, Discoloraiton;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Healthy;Well developed;Discoloration, Outer bark;Healthy;Alive;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula ;Hedge Samples;D;;;Well developed;Discoloration, Outer bark, Cambium, Between outer and inner bark;Discoloration, Outer bark, Cambium, Between outer and inner bark;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;Few roots;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted, Discoloraiton;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;;;;;Secondary Fungi/Bacteria
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;;Well developed;Discoloration, Outer bark;;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula;Hedge Samples;D;;Wilted;Well developed, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula x tecunumanii;Hedge Samples;D;;Wilted;Few roots, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;;Fusarium circinatum
Howick;Kwazulu-Natal;Pinus;patula;Hedge Samples;D;;Wilted;Few roots, J-rooting;Discoloration, Outer bark, Cambium;Discoloration, Outer bark, Cambium;Wilted, Discoloraiton;Fusarium circinatum
