Location;Province;Genus;species.clone;type.of.sample;Asymptomatic.diseased;Nursery.Field;Roots;Root.Collar;Stem;Growth.tip;Needles.Leaves;results
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed, Insect/mechanical damage;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed, Insect/mechanical damage;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed, Insect/mechanical damage;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed, Insect/mechanical damage;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed, Insect/mechanical damage;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Highflats;;Pinus;patula;Seed/Cuttings;D;F;;;;Kino/Gum/Resin Exudation,Discoloration,Outer bark,Cambium, Between outer and inner bark,Sapwood;;Fusarium screening
Commondale;;Acacia;mearnsii;Seed/Cuttings;D;F;;;;Mechanical damage ,Discoloration,Cambium, Between outer and inner bark;;Fusarium screening
Commondale;;Acacia;mearnsii;Seed/Cuttings;D;F;;;;Mechanical damage ,Discoloration,Cambium, Between outer and inner bark;;Fusarium screening
Commondale;;Acacia;mearnsii;Seed/Cuttings;D;F;;;;Mechanical damage ,Discoloration,Cambium, Between outer and inner bark;;Fusarium screening
;;Macadamia;;;D;F;;;;;;NA
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Healthyy;Health;Healthy;Alive;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Well developed;;;;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Well developed;;;;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Paulpietersburg;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Haenertsburg;;Eucalyptu;grandi;Seed/Cuttings;D;F;;;;Discoloration;;Fusarium screening
Haenertsburg;;Eucalyptu;grandi;Seed/Cuttings;D;F;;;;Discoloration;;Fusarium screening
Haenertsburg;;Eucalyptu;NA;Seed/Cuttings;D;F;;;;Discoloration;;Fusarium screening
Haenertsburg;;Eucalyptu;NA;Seed/Cuttings;D;F;;;;Discoloration;;Fusarium screening
Piet Retief;Mpumalanga;Pinus;patula;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Piet Retief;Mpumalanga;Acacia;mearnsii;Seed/Cuttings;A;FNF;;Healthyy;Health;Healthy;Alive;Fusarium screening
Piet Retief;Mpumalanga;Green pepper;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Piet Retief;Mpumalanga;Eucalyptu;nitens;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Piet Retief;Mpumalanga;Eucalyptu;nitens;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Piet Retief;Mpumalanga;Chilli;;Seed/Cuttings;;F;;;;;;NA
;Hilton;Pinus;patula;NA;;FNF;;;;;;Fusarium screening
Trust;;Eucalyptu;;Seed/Cuttings;;F;;;;;;NA
NA;;;;Soil;;FNF;;;;;;Fusarium screening
NA;;;;Soil;;FNF;;;;;;Fusarium screening
NA;;;;Soil;;FNF;;;;;;Fusarium screening
NA;;;;Soil;;FNF;;;;;;Fusarium screening
Highflats;;;;Soil;;FNF;;;;;;Fusarium screening
Highflats;;;;Soil;;FNF;;;;;;Fusarium screening
Highflats;;;;Soil;;FNF;;;;;;Fusarium screening
Highflats;;;;Soil;;FNF;;;;;;Fusarium screening
Highflats;;;;Soil;;FNF;;;;;;Fusarium screening
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark,Sapwood,Fruiting bodies;Alive;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
Lothair;Mpumalanga;Eucalyptu;nitens;;D;FNF;;;;Discoloration,Cambium, Between outer and inner bark;;NA
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;Discoloration;;Fusarium screening
NA;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;NA
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Fruiting bodies;Discoloration,Outer bark, Between outer and inner bark;Dead;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;J-rooting;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed;Discolorationn,Sapwood;Discoloration,Outer bark, Between outer and inner bark;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Fruiting bodies;;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Fruiting bodies;Outer bark, Between outer and inner bark;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Root:shoot ratio, Healthy;Few roots,Dead;Discolorationn,Outer bark,Between outer and inner bark;Outer bark, Between outer and inner bark;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed,J-rooting;Health;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed,J-rooting;Discolorationn;Discoloration;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,J-rooting;Discolorationn;Discoloration;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed;Health;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Root:shoot ratio;Few roots;Discolorationn,Outer bark,Cambium;;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,J-rooting;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed;Health;Healthy;Alive,Insect/Mechanical damage;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed,J-rooting;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Fruiting bodies;;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium,Sapwood;;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium,Fruiting bodies;Mechanical damage,Discoloration,Outer bark;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Root:shoot ratio;Well developed,Dead;Discolorationn,Outer bark,Between outer and inner bark;Discoloration;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed;Discolorationn,Outer bark,Between outer and inner bark;;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark, Between outer and inner bark;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Root:shoot ratio;Well developed,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Fruiting bodies;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Outer bark,Cambium;;Wilted,Dead;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Root:shoot ratio, Healthy;Few roots,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Cambium;Alive,Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Wilted,Dead;Discolorationn,Outer bark,Cambium;Discoloration,Outer bark,Sapwood;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed,Dead;Discolorationn,Outer bark,Cambium,Sapwood,Fruiting bodies;Discoloration,Outer bark,Cambium,Fruiting bodies;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Drytunted;Well developed,Dead;Discolorationn,Outer bark,Cambium,Sapwood;;Dead;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;;Well developed,J-rooting;Discolorationn;Discoloration;Wilted,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;;F;Healthy;Well developed,Dead;Discolorationn,Sapwood;;Wilted;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed,Healthyy;Health;Healthy;;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
Scottsville;Western Cape;Pinus;;Seed/Cuttings;A;FNF;Healthy;Well developed;Health;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;Dead,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;J-rooting,Few roots;Discolorationn;Healthy;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;J-rooting,Few roots;Discolorationn;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Few roots;Discolorationn,Cambium;Discoloration,Cambium;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Root:shoot ratio;;Discolorationn,Outer bark,Between outer and inner bark;Discoloration,Outer bark, Between outer and inner bark;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;Well developed,J-rooting;Discolorationn;Discoloration;Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Well developed;Discolorationn,Cambium;Discoloration,Cambium;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Well developed;;Healthy;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Few roots;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Cambium;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Few roots,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Discoloration,Outer bark,Cambium, Between outer and inner bark;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;Well developed,J-rooting;Discolorationn;Discoloration;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;Few roots,J-rooting;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Few roots;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;Wilted,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;Wilted,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Discoloration;Wilted,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;Well developed,J-rooting;Discolorationn;Discoloration;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;J-rooting,Few roots;Health;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Well developed;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Well developed,J-rooting;Discolorationn;Discoloration;Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Root:shoot ratio;Few roots;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Cambium,Sapwood;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Well developed;Discolorationn,Outer bark,Cambium,Between outer and inner bark,Sapwood;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;Few roots,Dead;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Root:shoot ratio;;;Discoloration,Outer bark,Cambium, Between outer and inner bark;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;Healthy;J-rooting,Few roots;Discolorationn;Healthy;Wilted;Fusarium screening
Howick;Kwazulu-Natal;Pinus;;Seed/Cuttings;D;FNF;;;Discolorationn,Outer bark,Cambium,Between outer and inner bark;Discoloration,Outer bark,Cambium, Between outer and inner bark;;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Few roots,Dead;Health;Healthy;Alive;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Few roots,Dead;Health;Healthy;Alive;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Few roots,Dead;Health;Healthy;Alive;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Healthyy;Health;Healthy;Alive;Fusarium screening
Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health,Discolorationn;Healthy,Discoloration;Alive,Dead,Discoloration;Fusarium screening
Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health,Discolorationn;Healthy,Discoloration;Alive,Dead,Discoloration;Fusarium screening
Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health,Discolorationn;Healthy,Discoloration;Alive,Dead,Discoloration;Fusarium screening
Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health,Discolorationn;Healthy,Discoloration;Alive,Dead,Discoloration;Fusarium screening
Hilton;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;Healthy;Well developed,Dead;Health,Discolorationn;Healthy,Discoloration;Alive,Dead,Discoloration;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;Fusarium screening
Richmond;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;;;;;Fusarium screening
NA;;;;Water samples;;FNF;;;;;;Fusarium screening
Highflats;;;;Water samples;;FNF;;;;;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Well developed,J-rooting,Dead;Discolorationn,Sapwood;Healthy;Dead,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Well developed,Dead;Discolorationn,Sapwood;Healthy, Discoloration,Sapwood;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Well developed,Dead;Discolorationn,Cambium,Sapwood;Healthy;Alive;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Sapwood;Dead,Discoloration;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Well developed,Dead;Discolorationn,Sapwood;Discoloration,Cambium,Sapwood;;Fusarium screening
Howick;Kwazulu-Natal;Pinus;patula;Seed/Cuttings;D;FNF;;Few roots,Dead;Discolorationn,Sapwood;Healthy;;Fusarium screening
